comparison,candidate,comparator,metric,improvement,conditional_low,conditional_high,crossed_low,crossed_high,people_improved,people_worsened,loo_min,loo_max,seed_17,seed_29,seed_43
objective_jepa,M-paired_jepa-graph_time-paired_change,M-paired_jepa-graph_time-base,displacement_nle,-0.00414956473282,-0.0053230959122,-0.00331391196376,-0.00536414307596,-0.00331348518983,0,14,-0.00427791850399,-0.00367028142321,-0.00396245761708,-0.00430117317629,-0.00418506340509
objective_jepa,M-paired_jepa-graph_time-paired_change,M-paired_jepa-graph_time-base,assignment_failure_rate,-0.0105312377365,-0.0162511776235,-0.00500062609347,-0.019992392322,-0.00397376091735,1,13,-0.0124596903982,-0.00835474906055,-0.00912138575527,-0.0155383458798,-0.00693398157444
objective_jepa,M-paired_jepa-graph_time-paired_change,M-paired_jepa-graph_time-base,response_error,0.6251747893,-0.179133553265,1.4940774793,-0.767253425224,2.19992891223,8,6,0.363092686938,0.811713288452,-0.128485653476,0.968641652038,1.03536836934
objective_jepa,M-paired_jepa-graph_time-paired_change,M-paired_jepa-graph_time-base,nuisance_error,1.40731062184,0.785378214393,2.09800259915,0.0834043654462,2.85314339312,13,1,1.19793750399,1.54402225396,0.680151346599,1.63593235425,1.90584816468
objective_jepa,M-paired_jepa-graph_time-paired_change,M-paired_jepa-graph_time-base,interaction_error,1.78783225698,-0.120132683516,3.82087900833,-1.82184929187,5.84858297575,9,5,1.14471748431,2.24003287203,-0.938555774984,3.46683977246,2.83521277346
objective_direct,P-direct-none-paired_change,P-direct-none-base,A_error,-6.11036477944,-6.82432397575,-5.42574637633,-7.50502330096,-4.81855680378,0,14,-6.25775639162,-5.92001703933,-6.73413735909,-6.71279786738,-4.88415911186
objective_direct,P-direct-none-paired_change,P-direct-none-base,waveform_error,-7.20755486822,-7.76149859236,-6.76232523746,-7.87097833037,-6.60441959686,0,14,-7.31678880116,-7.00643113872,-7.41011575777,-6.74591056179,-7.46663828511
objective_direct,P-direct-none-paired_change,P-direct-none-base,visible_nle,-0.0226893432844,-0.0260640816879,-0.0198624658686,-0.0260925536925,-0.01969482112,0,14,-0.0231867345858,-0.0216342338998,-0.0223728872222,-0.0221284741746,-0.0235666684565
objective_direct,P-direct-none-paired_change,P-direct-none-base,synthetic_all_nle,-0.0219981347888,-0.0248222459088,-0.0195827645726,-0.0248529831797,-0.0194864989881,0,14,-0.0225061660892,-0.0210122118316,-0.0216156240403,-0.0217471305033,-0.0226316498228
objective_direct,P-direct-none-paired_change,P-direct-none-base,displacement_nle,-0.0125194815461,-0.0135873081858,-0.0114621648944,-0.0139963173012,-0.0111539334672,0,14,-0.0127729904873,-0.0122390203032,-0.0117840555557,-0.0120725682391,-0.0137018208434
